SENTENCE	FULL_CONTEXT	MOVIE_ID	SENT_ID	REGION	YEAR
Bobby, target is on the move.	They're on the move. <i> Bobby, target is on the move. </i> Roger that, let them go, stick with their contact.	4398890	203	UK	2011
♪ In a way a boy could never touch ♪	♪ The dawn will touch me ♪ <i> ♪ In a way a boy could never touch ♪ </i> ♪ Their promise never meant so much to me ♪	5814259	292	UK	2014
Come on now, who did the crime?	Who's is this? <i> Come on now, who did the crime? </i> Bombs away...	5151994	601	UK	2008
I know she thinks I just wanna be comfortable.	I think she thinks I'm too opinionated and bitter. <i> I know she thinks I just wanna be comfortable. </i> But what's so bad about that?	5814259	1504	UK	2014
Well, that depends on your point of view, sir.	Very heroic. <i> Well, that depends on your point of view, sir. </i> Very confusing, this war on terror.	4398890	236	UK	2011
A refugee camp in Lebanon.	- She came out of Ain al-Hilweh. <i> A refugee camp in Lebanon. </i> That's a tough town.	4398890	333	UK	2011
I am Britain's most violent prisoner.	I'm Charlie Bronson. <i> I am Britain's most violent prisoner. </i> Prison was... honestly...	5151994	140	UK	2008
No disrespect, I've put my time in, sir.	consultants to the program. <i> No disrespect, I've put my time in, sir. </i> You did, without reservation.	4398890	247	UK	2011
And I had a good idea how to do it.	Being a celebrity and all I needed to check out. <i> And I had a good idea how to do it. </i> I will now reenact what I like to call...	5151994	226	UK	2008
♪ When a city closes in ♪	♪ What's a girl supposed to do ♪ <i> ♪ When a city closes in ♪ </i> ♪ Noise from the lady upstairs ♪	5814259	590	UK	2014
Another of your prison records broken.	69 days all to yourself. <i> Another of your prison records broken. </i> So tell me Charles Bronson...	5151994	467	UK	2008
This might seem preposterous to you, but you know what?	♪ <i> This might seem preposterous to you, but you know what? </i> Fuck off, this is my dream.	5814259	1516	UK	2014
There is always a war party waiting to ambush you, Miller.	Through them banks there, comes out clean. <i> There is always a war party waiting to ambush you, Miller. </i> Come on, you should know that!	4398890	106	UK	2011
♪ Baby, you would sleep much better ♪	♪ Maybe you would sleep much better ♪ <i> ♪ Baby, you would sleep much better ♪ </i> ♪ Maybe you would sleep much better ♪	5814259	929	UK	2014
He'll be taken care of.	- Forget about it. <i> He'll be taken care of. </i> You go home and get some rest.	4398890	639	UK	2011
Why didn't you tell me?	I was going to give it to the poor, but it was really hard. <i> Why didn't you tell me? </i> Anthony said not to, because of the tax.	5681039	1122	UK	2004
We're neither I.S.I. or CIA.	What exactly you hope to achieve this nonsense? <i> We're neither I.S.I. or CIA. </i> You knew where the cells were when they were brought back to the UK.	4398890	578	UK	2011
Christ, Len, why don't you say that a bit louder?	That Sid is not who you think he is, and the other one, he's into selling drugs, guns, under-age girls, the lot. <i> Christ, Len, why don't you say that a bit louder? </i> You've got Cooking or Geography?	4177060	115	UK	2009
Have you given money to anyone else?	Right. <i> Have you given money to anyone else? </i> Not really.	5681039	542	UK	2004
I hope your witness was worth it.	I have 13 warrants to execute on the estate. <i> I hope your witness was worth it. </i> The witness proved unreliable, sir.	4177060	717	UK	2009
He went through the Madrassas in Pakistan, al-Qaeda training camps in Afghanistan in the 90s.	A spiritual pilgrimage to the birth place of Ramzi Yousef. <i> He went through the Madrassas in Pakistan, al-Qaeda training camps in Afghanistan in the 90s. </i> He's completely committed.	4398890	171	UK	2011
Former MP Alan Peters will begin his 3-year sentence for fraud, today.	Good morning, this Clare Miller with your early morning news update. <i> Former MP Alan Peters will begin his 3-year sentence for fraud, today. </i> Peters was convicted back in September and will serve at least 18 months in Ford Open Prison.	4177060	68	UK	2009
She knows, believe me, she knows.	This is not Afghanistan. <i> She knows, believe me, she knows. </i> - That's why I want you to bring her in.	4398890	540	UK	2011
Why don't we give the money to the lady with the bin?	Anthony. <i> Why don't we give the money to the lady with the bin? </i> It's not ours and we're never going to spend it all.	5681039	922	UK	2004
So, you're the real life.	"You're a fucking dead man, Miller! <i> So, you're the real life. </i> "" Call of Duty""?"	4398890	73	UK	2011
I have spoken to Division and they concur.	We're gonna come down quick and hard on the criminal gangs that control the flow of heroin on the estate. <i> I have spoken to Division and they concur. </i> I'll be leading the squad on this one.	4177060	568	UK	2009
Is it still alright, if it's robbed?	I'm on the door. <i> Is it still alright, if it's robbed? </i> Can you still do good with it or should you give it back?	5681039	821	UK	2004
I defended him when I shouldn't have, but I can't let you shoot him, Harry.	All right. <i> I defended him when I shouldn't have, but I can't let you shoot him, Harry. </i> I can't have that.	4177060	827	UK	2009
Anthony thought there were no poor people round here.	This is great. <i> Anthony thought there were no poor people round here. </i> Because of the house prices.	5681039	348	UK	2004
I could buy Crewe Alexander for that.	You could buy a proper football team for that. <i> I could buy Crewe Alexander for that. </i> Yeah but...	5681039	447	UK	2004
This room seems reasonably symmetrical.	You don't say a lot in English at all. <i> This room seems reasonably symmetrical. </i> Apart from the window.	6237485	731	UK	2014
Sir, I don't think Harry Brown is a witness.	Pity. <i> Sir, I don't think Harry Brown is a witness. </i> I think he's our chief suspect.	4177060	721	UK	2009
Couldn't you talk to him?	He mustn't do or he wouldn't. <i> Couldn't you talk to him? </i> - He can't see me.	5681039	1447	UK	2004
""" A plus B, A plus C..."""	""" such that A, B, C,."" <i> "" A plus B, A plus C..."" </i> "" A plus B, A plus C, B plus C and A plus B plus C"""	6237485	1191	UK	2014
I smelt cordite on his coat.	Walking his dog. <i> I smelt cordite on his coat. </i> Right, look, I'm sorry, ma'am, but...	4177060	712	UK	2009
He's letting you hold his hand, isn't he?	Fireworks night again, is it? <i> He's letting you hold his hand, isn't he? </i> The sparkler helps.	6237485	446	UK	2014
Talk about phase 2, our cold boy runs round here.	We ain't done yet. <i> Talk about phase 2, our cold boy runs round here. </i> Yo, yo, yo where's the phone at?	4177060	34	UK	2009
Because I change my favourite things all the time.	Do you always like to have everything the same? <i> Because I change my favourite things all the time. </i> I don't usually like change.	6237485	1034	UK	2014
It's too much of a coincidence that Mister Brown just happened to be found so close by.	It's the same pedestrian subway where last night's shooting took place and both victims were questioned in connection with Mr. Attwell's death. <i> It's too much of a coincidence that Mister Brown just happened to be found so close by. </i> So, what you're telling me is this escalating violence is down to a vigilante pensioner?	4177060	727	UK	2009
And, as we can see, that is a binary number.	But after a while it would look something like that. <i> And, as we can see, that is a binary number. </i> And a move that consists of turning a face-down card face up and the card immediately to the right of it	6237485	1065	UK	2014
* But you could leave me standing so tall...	I don't think I've seen you pissed before. <i> * But you could leave me standing so tall... </i> Well, you know, who's gonna complain?	4177060	386	UK	2009
So he took them to the stable...	We haven't any room, but we've got a stable. <i> So he took them to the stable... </i> Oh, this is nice and cosy, Joseph... and cosy Joseph...	5681039	1086	UK	2004
I think his dad gave it to him.	Yeah, I knew. <i> I think his dad gave it to him. </i> - He showed it to me.	4177060	430	UK	2009
I'm sorry about the train.	Nathan, I'm sorry. <i> I'm sorry about the train. </i> So that's Zhang Mei, is it?	6237485	1335	UK	2014
And that's enough to provide that village with a source of clean water forever.	And if you all gave me two two pences, then we'd have a tenner. <i> And that's enough to provide that village with a source of clean water forever. </i> It's no good to you.	5681039	626	UK	2004
Two meat feast thin and crispy.	Meat feast, deep and juicy, stuffed crust mate. <i> Two meat feast thin and crispy. </i> - Ah a big New Yorker.	5681039	339	UK	2004
So, by the smallest fraction of a point, the last place on the team goes to...	Both scores somewhat disappointing, but one of you will have to go to Cambridge. <i> So, by the smallest fraction of a point, the last place on the team goes to... </i> Nathan.	6237485	1205	UK	2014
And after some delicate diplomatic negotiation,	Now, we will be training with four other national teams Tn Taiwan. <i> And after some delicate diplomatic negotiation, </i> I can confirm that the Chinese will be one of them.	6237485	590	UK	2014
Well, you're on that doctors thing, aren't you?	Why? <i> Well, you're on that doctors thing, aren't you? </i> It's not real.	4204063	910	UK	2009
She hasn't been there long.	Do you ever come across a Saint Maureen? <i> She hasn't been there long. </i> Don't ring a bell.	5681039	239	UK	2004
