SENTENCE	FULL_CONTEXT	SLANG_TERM	ANNOTATOR_CONFIDENCE	MOVIE_ID	SENT_ID	REGION	YEAR	DEFINITION_SENTENCE	DEFINITION_SOURCE_URL	LITERAL_PARAPHRASE_OF_SLANG
Go on get some of that rubbed on my back you cunt.	Fucking hell... it's a bitch. <i> Go on get some of that rubbed on my back you cunt. </i> Huh?	cunt	2	5151994	544	UK	2008	a derog. term for a woman	https://greensdictofslang.com/entry/w7hgqcy	bad woman
Be back in a while, yeah?	- I know. <i> Be back in a while, yeah? </i> - Miller...	yeah	1	4398890	623	UK	2011			
Don't make me lose money, bruv.	Give me that. <i> Don't make me lose money, bruv. </i> Hold it, hold it.	bruv	3	4177060	24	UK	2009	a brother, esp. as a form of address to a friend (or actual sibling).	https://greensdictofslang.com/entry/ebttc4a	friend
I don't care, just get in the car, will ya?	Look. <i> I don't care, just get in the car, will ya? </i> We're going'.	ya	2	5681039	55	UK	2004			
Where'd you say you served?	We're the enemy, at war with ourselves. <i> Where'd you say you served? </i> Afghanistan?	where'd	1	4398890	592	UK	2011			
Did you stab him, Noel?	- Are you a fucking psychologist now? <i> Did you stab him, Noel? </i> I'll stab you with my fucking cock.	fucking	1	4177060	368	UK	2009			
I just made all that shit up, for my own reasons.	That's all bollocks. <i> I just made all that shit up, for my own reasons. </i> No one's ever fucked with me like that, you get me?	that shit	1	4177060	348	UK	2009			
Or if you want to get a bit old school,	Look at that. <i> Or if you want to get a bit old school, </i> I've got just the thing for ya.	old school	2	4177060	508	UK	2009	used of anything typical of the fashions, music and general styles of a previous era	https://greensdictofslang.com/entry/smrbjzy#rrfvsvy	older in generations
Can I use your loo?	Tell her that. <i> Can I use your loo? </i> - Well I'm not sure...	loo	1	5681039	1244	UK	2004			
And you, you've got enough to sort all three of you out.	And if you've got faith in people that makes them stronger. <i> And you, you've got enough to sort all three of you out. </i> Hey?	sort out	1	5681039	1464	UK	2004			
Shut the fuck up, Kenneth.	2 world wars and 1... <i> Shut the fuck up, Kenneth. </i> What do you want a gun for, brother?	fuck	1	4177060	470	UK	2009			
And I'll have a word upstairs...	Alright? <i> And I'll have a word upstairs... </i> See if I can get somebody on your case more permanent.	word upstairs	1	5681039	881	UK	2004			
Cos you wanted this yesterday, brother.	- Yeah. <i> Cos you wanted this yesterday, brother. </i> You want to do this shit?	cos	1	4177060	4	UK	2009			
Now that's what I calla dead parrot.	Polly! <i> Now that's what I calla dead parrot. </i> I love this.	calla	2	6237485	1130	UK	2014			
So whether you get on the team or not, you're gonna do amazing things in the future.	What's important is that you enjoy doing it, maths, and you do, don't you? <i> So whether you get on the team or not, you're gonna do amazing things in the future. </i> You haven't.	gonna	2	6237485	264	UK	2014			
Yeah, listen, the battery on my phone's running low.	I was really looking forward to fitting your kitchen. <i> Yeah, listen, the battery on my phone's running low. </i> I'll give you a call next--	yeah	1	4204063	128	UK	2009			
Where'd you learn all this, mate?	Mmm, distance geometry. <i> Where'd you learn all this, mate? </i> Mr Humphreys just joined our maths department.	mate	1	6237485	110	UK	2014			
You need to focus if you're gonna win a medal.	Which worries me. <i> You need to focus if you're gonna win a medal. </i> And don't be distracted by your Chinese guest.	gonna	2	6237485	1297	UK	2014			
You can suck this dick, mate.	And then I want... <i> You can suck this dick, mate. </i> I'll suck your dick!	dick	2	4987950	41	UK	2011	the penis	https://greensdictofslang.com/entry/7xn3mmi	penis
You're in the fucking hotel, and you don't believe me.	I stand no fucking chance, do I? <i> You're in the fucking hotel, and you don't believe me. </i> ( both chuckling)	fucking	3	4204063	1164	UK	2009			
Want to smell my fanny?	Come on! <i> Want to smell my fanny? </i> You normally do, don't you?	fanny	2	4987950	635	UK	2011	vagina		vagina
Ah, he's a fucking wank...	What else we got? <i> Ah, he's a fucking wank... </i> Sorry.	fucking wank	2	4987950	787	UK	2011			
And I swear if I put a cup of tea on the sideboard, you'd see the same ripples in my tea.	And it was like boom, boom, boom, boom. <i> And I swear if I put a cup of tea on the sideboard, you'd see the same ripples in my tea. </i> So I called her the Tyrannosaur.	boom	1	4987950	906	UK	2011			
Mum, they stole my bunny!	Mum! <i> Mum, they stole my bunny! </i> Sam!	bunny	1	4987950	860	UK	2011			
Which he must have nicked when he tried to plant the table in my head.	With my pen. <i> Which he must have nicked when he tried to plant the table in my head. </i> Oh, actually, it's not my pen.	nicked	1	5052284	577	UK	2002			
It's all part of the deal.	Don't worry about it, babe. <i> It's all part of the deal. </i> Take as much as you like.	the deal	1	4683078	344	UK	2012			
- I told you, she ain't here, man, stop this...	- Tara! <i> - I told you, she ain't here, man, stop this... </i> You know what?	ain't	2	4683078	808	UK	2012			
Yeah, I love you, too.	Listen, I gotta go, all right, babe? <i> Yeah, I love you, too. </i> Bye.	yeah	1	6010762	1743	UK	2012			
Why doesn't he just blow his brains out?	He'd just murdered his wife and children. <i> Why doesn't he just blow his brains out? </i> We've got four anomalies- or is it five?	blow	1	5052284	1040	UK	2002			
I'll have to change its fuckin' nappies now!	It's disgusting, man! <i> I'll have to change its fuckin' nappies now! </i> Give me the gun while you do that.	fuckin'	2	6010762	1935	UK	2012			
Lisa, what did you say, man?	What! <i> Lisa, what did you say, man? </i> Once again, we have a capacity crowd here at the World Championships for what promises to be a fantastic final for the women's 4 X 100 metres...	man	2	4683078	1544	UK	2012			
He's always spoiling things, isn't he, eh?	- Oh, bloody hell! <i> He's always spoiling things, isn't he, eh? </i> - Carol!	bloody hell	1	6010762	2197	UK	2012			
So, what, the party was crap?	I had to be, man, to get through that. <i> So, what, the party was crap? </i> Yeah.	crap	1	4683078	618	UK	2012			
♪ You could get lost in this concrete jungle New builds keep springing up outta nowhere	♪ Yeah, you know my manors ill My manors ill <i> ♪ You could get lost in this concrete jungle New builds keep springing up outta nowhere </i> ♪ Take the wrong turn Down a one-way junction	concrete jungle	1	6010762	2457	UK	2012			
♪ Don't come round here no more You could get robbed for	♪ We're poor round here Run home and lock your door <i> ♪ Don't come round here no more You could get robbed for </i> ♪ Real, yeah, because my manors ill	no more	1	6010762	2504	UK	2012			
♪ They'd rather wait Until I've turned my back, no turnin' back	♪ They ain't cats <i> ♪ They'd rather wait Until I've turned my back, no turnin' back </i> ♪ Maybe now's the time To turn to crack I've learnt the facts	turnin'	1	6010762	2386	UK	2012			
I think it's number eight!	It's the wrong fucking number! <i> I think it's number eight! </i> No, number nine!	fucking	1	6010762	2286	UK	2012			
Call me what you fucking like.	"I won't have to call you"" cunt"" no more. <i> Call me what you fucking like. </i> I ain't the cunt who's banged up."	fucking	3	4471635	789	UK	2010			
Don Barber is not long for this fucking life, okay?	All you gotta do is wait for him to get released, and we'll have a big fucking party, okay? <i> Don Barber is not long for this fucking life, okay? </i> I can assure you that.	fucking	2	4471635	919	UK	2010			
I'm a, uh... friend of Don's.	Then who the fucking fuck is this? <i> I'm a, uh... friend of Don's. </i> Don ain't got no friends.	uh	1	4471635	238	UK	2010			
- She didn't take your phone, innit?	- Bruv- <i> - She didn't take your phone, innit? </i> Fuck her.	innit	2	6010762	1301	UK	2012	is that not the case		isn't it
I said, where the fuck is he?	- Don't know. <i> I said, where the fuck is he? </i> I don't...	fuck	2	4471635	749	UK	2010			
- Nah, I'm getting' it now.	Got my phone? <i> - Nah, I'm getting' it now. </i> - What do you mean you're getting it now?	nah	2	6010762	454	UK	2012			
♪ Let's go looting No, not Luton	♪ Never miss a cheap thrill When it comes their way <i> ♪ Let's go looting No, not Luton </i> ♪ The High Street's closer Cover your face	looting	1	6010762	2478	UK	2012			
Please, you do come back.-Yeah,	Stay there, don't open the toilet to anyone. <i> Please, you do come back.-Yeah, </i> I promise, I will.	yeah	1	3121411	11	UK	2006			
Gonna be late for the big show.	Better drink up. <i> Gonna be late for the big show. </i> Then what are we waiting for?	gonna	2	4471635	1105	UK	2010			
that's what you just told me and i can tell by your face... so you go play with him and i give you 100 quid.	well you've already fucked someone before, haven't you? <i> that's what you just told me and i can tell by your face... so you go play with him and i give you 100 quid. </i> when?	fucked	1	3121411	324	UK	2006			
what you made them a cup?	D tell him how to get there <i> what you made them a cup? </i> yeah, well i made one for everyone after what they've done, you think they deserve a fucking drink, do you?	fucking	1	3121411	556	UK	2006			
/ don't burry her/ she is just a fucking kid let go, please..- fucking get off me, you fucking cunt fuck off- get off me fucking get, fucking off me bitch- fucking cunt!	get her over there <i> / don't burry her/ she is just a fucking kid let go, please..- fucking get off me, you fucking cunt fuck off- get off me fucking get, fucking off me bitch- fucking cunt! </i> JOANNE!	fucking	1	3121411	601	UK	2006			
- I wanna see the sea huh, come on then	What for? <i> - I wanna see the sea huh, come on then </i> who's that?	wanna	1	3121411	151	UK	2006			
I need her for tonigh Kelly i want these fags- what?	erek right, now go and get looking. <i> I need her for tonigh Kelly i want these fags- what? </i> well i got none..- well take them then, allright?	fags	2	3121411	236	UK	2006	any cigarette; thus fag-card n., a cigarette card.	https://greensdictofslang.com/entry/6o3eryq	cigarette
fucking rip-off, look the claws are all loose could've bloody bought 2 by now yeah, you've got to win it, ain't you?	.....- yeah, we need money for the train can we to the Arcade, i wanna get this toy right, for a bit <i> fucking rip-off, look the claws are all loose could've bloody bought 2 by now yeah, you've got to win it, ain't you? </i> well hurry up then that's it go on shit well- go on, go again	fucking	2	3121411	450	UK	2006			
Well, where is the coin?	What if I just go and tell the others? <i> Well, where is the coin? </i> 'Cause they don't count in the great equation of life and fucking death.	coin	1	4471635	1155	UK	2010			
So you're gonna come upstairs with me?	Joanne <i> So you're gonna come upstairs with me? </i> Now?	gonna	2	3121411	534	UK	2006			
Nobody wants his fucking head on a plate more than me!	I've fucking had enough. <i> Nobody wants his fucking head on a plate more than me! </i> And I'm gonna do it myself.	fucking	2	4471635	912	UK	2010			
right, it's 11 now, i'll meet you around 3- okay okay, do you know where the Arcade is?	I've left my phone in the flat, fuck! <i> right, it's 11 now, i'll meet you around 3- okay okay, do you know where the Arcade is? </i> - I don't fucking know, i'll ask someone allright, don't be stupid, don't talk to anyone see you later, all right?	okay	1	3121411	418	UK	2006			
'cause Derek told me you had to	why have i got to wear this? <i> 'cause Derek told me you had to </i> Do you know... where this place is?	'cause	1	3121411	515	UK	2006			
it's only been an hour since you called me well, i did tell you it was fucking urgent- well i didn't have the money for a cab, did i?	- What are you talking about? <i> it's only been an hour since you called me well, i did tell you it was fucking urgent- well i didn't have the money for a cab, did i? </i> so i had to get a bus you got Even?	fucking	2	3121411	180	UK	2006			
